"filename", "language", "JSON", "HTML", "TypeScript", "TOML", "Markdown", "JSON with Comments", "YAML", "Rust", "JavaScript", "PowerShell", "vue", "PostCSS", "XML", "comment", "blank", "total"
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\player.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\projects\projectFormat.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\projects\projectManager.ts", "TypeScript", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 174
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\projects\projectSession.ts", "TypeScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 69
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\projects\templates.ts", "TypeScript", 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 383
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\Canvas2DRenderer.ts", "TypeScript", 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 265
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\WebGL2Renderer.ts", "TypeScript", 0, 0, 585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 626
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\geometry.ts", "TypeScript", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 136
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\index.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\lighting2d.ts", "TypeScript", 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 237
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\materials.ts", "TypeScript", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 123
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\renderGraph.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\renderSettings.ts", "TypeScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 78
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\renderTextures.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\sceneRenderer.ts", "TypeScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 199
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\renderer\types.ts", "TypeScript", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 128
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\GameplayRuntime.ts", "TypeScript", 0, 0, 784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 834
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\aiTools.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 53
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\animation.ts", "TypeScript", 0, 0, 436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 476
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\audio.ts", "TypeScript", 0, 0, 386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36, 423
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\buildSettings.ts", "TypeScript", 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 199
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\crashReporter.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 60
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\dataResources.ts", "TypeScript", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 98
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\gameExporter.ts", "TypeScript", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 180
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\gameUi.ts", "TypeScript", 0, 0, 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 389
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\input.ts", "TypeScript", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 215
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\jobScheduler.ts", "TypeScript", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 89
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\jobScheduler.worker.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\localization.ts", "TypeScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 210
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\navigation2d.ts", "TypeScript", 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 244
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\networking.ts", "TypeScript", 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 236
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\novaPak.ts", "TypeScript", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 217
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\objectPool.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 53
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\openManual.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 12
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\packages.ts", "TypeScript", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 287
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\particles.ts", "TypeScript", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 172
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\performanceTools.ts", "TypeScript", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 130
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\physics2d.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\physicsDebug.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\physicsMonitor.ts", "TypeScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 188
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\plugins.ts", "TypeScript", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 210
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\prefabs.ts", "TypeScript", 0, 0, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 329
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\presentation.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\production.ts", "TypeScript", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 174
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\productionRuntime.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\profiler.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 51
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\projectUpgrade.ts", "TypeScript", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 78
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\replay.ts", "TypeScript", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 122
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\rigging.ts", "TypeScript", 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 274
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\saveGame.ts", "TypeScript", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 163
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\scriptDebug.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 79
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\scriptSettings.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\shipping.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 48
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\teamWorkflow.ts", "TypeScript", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 218
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\testRunner.ts", "TypeScript", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 93
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\tilemap.ts", "TypeScript", 0, 0, 473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 41, 517
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\time.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 86
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\timeline.ts", "TypeScript", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 113
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\uiTheme.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 111
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\runtime\worldGameplay.ts", "TypeScript", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 219
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\store\dialog.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\store\editor.ts", "TypeScript", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 179
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\store\physics.ts", "TypeScript", 0, 0, 1722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 126, 1855
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\store\preferences.ts", "TypeScript", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 138
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\vite-env.d.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\BoxEntity.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 32
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\Camera.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 41
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\CircleEntity.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 21
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\Connection.ts", "TypeScript", 0, 0, 778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 833
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\Entity.ts", "TypeScript", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 189
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\SceneManager.ts", "TypeScript", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 107
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\Transform.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\TriangleEntity.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 30
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\World.ts", "TypeScript", 0, 0, 727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 58, 787
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\componentRegistry.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\components.ts", "TypeScript", 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 768
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\compoundGeometry.ts", "TypeScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 128
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\geometry.ts", "TypeScript", 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 309
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\hierarchy.ts", "TypeScript", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 138
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\identity.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\layers.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 45
"c:\Users\steve\OneDrive\Desktop\Nova_A\src\world\types.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\steve\OneDrive\Desktop\Nova_A\tests\fixtures\v1_1_2_project.json", "JSON", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59
"c:\Users\steve\OneDrive\Desktop\Nova_A\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 3, 26
"c:\Users\steve\OneDrive\Desktop\Nova_A\tsconfig.node.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\steve\OneDrive\Desktop\Nova_A\vite.config.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 62
"Total", "-", 186, 133, 16770, 5439, 2030, 21, 922, 10980, 505, 59, 6186, 246, 66, 132, 4627, 48302
